,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
871,600901,江苏租赁,8.91,53.78,71.6599,955.6731,0.3199,1776.6989999999998,0.5948
872,002871,伟隆股份,8.91,22.38,36.6219,52.0381,0.4501,232.4189,2.0105
873,603608,天创时尚,8.91,12.69,56.471000000000004,186.5043,0.4323,1468.5945,3.4042
874,000708,大冶特钢,8.9,4.04,12.6273,380.4961,0.8466,9408.3171,20.9348
875,300394,天孚通信,8.9,28.09,49.303000000000004,91.1659,0.4605,324.5196,1.6393
876,000778,新兴铸管,8.9,5.7,17.3135,1810.5913,0.4536,31712.5558,7.9462
877,300530,达志科技,8.89,38.82,48.6612,43.7217,0.6209,112.6044,1.5993
878,600403,大有能源,8.89,11.56,34.9139,673.0429,0.2815,5817.4429,2.4332
879,600131,岷江水电,8.89,13.76,15.793,109.8362,0.2178,798.143,1.5832
880,601601,中国太保,8.89,4.38,7.1221,12715.0,1.4031,289815.0,31.9813
881,600406,国电南瑞,8.89,13.49,27.7102,2315.9816,0.5052,17159.9488,3.7437
882,300671,富满电子,8.88,12.93,30.7488,48.8175,0.344,377.3721,2.6596
883,002885,京泉华,8.88,7.27,15.8372,64.3243,0.536,884.7657,7.372999999999999
884,603519,立霸股份,8.88,6.84,14.5772,60.611000000000004,0.273,885.2488,3.9886
885,600623,华谊集团,8.87,4.74,10.727,1597.2022,0.7543,33683.2154,15.9075
886,600705,中航资本,8.87,42.57,45.9434,2200.3445,0.2451,5168.4041,0.5757
887,601169,北京银行,8.86,40.43,47.9923,16627.0,0.7864,41117.0,1.9447
888,603197,保隆科技,8.86,7.28,33.0845,122.8475,0.7355,1685.5498,10.0916
889,603900,莱绅通灵,8.86,16.09,55.4078,213.303,0.6264,1325.4612,3.8929
890,603607,京华激光,8.85,16.15,31.6805,65.127,0.5107,403.0874,3.1611
891,601818,光大银行,8.83,34.12,40.3774,27760.0,0.5288,81355.0,1.5499
892,600126,杭钢股份,8.83,8.13,13.5187,1605.3936,0.4753,19745.9875,5.8468
893,600210,紫江企业,8.83,5.44,19.083,391.0079,0.2577,7176.7953,4.7317
894,603098,森特股份,8.82,8.65,20.4804,157.5376,0.3281,1819.8021,3.7911
895,300619,金银河,8.81,9.41,27.6276,39.6739,0.5312,421.4217,5.643
896,002847,盐津铺子,8.81,7.3,40.3984,55.0996,0.4443,754.2710000000001,6.0828
897,002327,富安娜,8.81,16.48,50.5639,290.7044,0.3336,1763.2011,2.0239
898,002158,汉钟精机,8.81,12.59,33.4551,159.4716,0.3006,1266.0549,2.387
899,603186,华正新材,8.8,4.78,19.1587,57.8456,0.4426,1209.5121,9.2562
900,603188,亚邦股份,8.79,16.67,51.0704,274.1038,0.4758,1643.8211,2.8538
901,000513,丽珠集团,8.78,13.74,62.6372,940.1047,1.3074,6841.4359,9.5145
902,002536,西泵股份,8.78,8.82,26.4961,187.6988,0.5622,2125.7176,6.367999999999999
903,002913,奥士康,8.78,11.21,22.838,185.0934,1.2575,1649.8759,11.2095
904,300700,岱勒新材,8.77,17.62,42.9293,48.9063,0.5935,277.5159,3.3679
905,300445,康斯特,8.77,27.92,68.1793,44.2253,0.267,158.3977,0.9564
906,300661,圣邦股份,8.76,16.59,45.7618,72.2127,0.9093,435.0869,5.4787
907,002798,帝欧家居,8.75,8.55,34.5377,271.1416,0.7034,3168.7525,8.2214
908,600007,中国国贸,8.75,25.24,53.125,589.8246,0.5855,2336.5384,2.3196
909,601607,上海医药,8.74,2.86,14.1279,3371.8883,1.1864,117601.5833,41.3785
910,002203,海亮股份,8.74,2.16,5.541,691.1849,0.4076,31989.4318,18.8661
911,603985,恒润股份,8.73,11.85,25.6796,93.4165,0.8982,788.0969,7.5778
912,600643,爱建集团,8.73,189.61,52.0433,816.7599,0.5035,430.7385,0.2655
913,603987,康德莱,8.73,10.59,34.1456,113.3017,0.2565,1069.5295,2.4218
914,603686,龙马环卫,8.72,8.01,24.8298,199.0345,0.6656,2483.7582,8.3067
915,000900,现代投资,8.72,8.89,15.4348,800.2734,0.5272,8992.1713,5.9243
916,002171,楚江新材,8.72,3.19,7.5161,311.2443,0.29100000000000004,9746.1074,9.1152
917,300610,晨化股份,8.71,10.64,22.2357,63.8836,0.4239,600.3812,3.9844
918,601689,拓普集团,8.71,13.84,27.9645,617.137,0.8482,4456.3876,6.1249
919,002343,慈文传媒,8.71,18.45,20.9805,245.4753,0.5168,1330.0758,2.8004
920,601588,北辰实业,8.7,10.99,37.229,1184.5731,0.3518,10776.0973,3.2004
921,000001,平安银行,8.69,23.6,30.7094,20456.0,1.1913,86664.0,5.0472
922,002920,德赛西威,8.68,8.32,25.1409,338.1823,0.6148,4061.3595,7.3842
923,600708,光明地产,8.68,10.76,37.6076,1011.9194,0.45399999999999996,9400.6956,4.2181
924,600522,中天科技,8.68,6.9,15.9363,1633.6183,0.5328,23660.7407,7.7169
925,002352,顺丰控股,8.68,4.63,18.4063,3028.0365,0.6852,65367.8028,14.7932
926,600420,现代制药,8.68,6.8,49.9302,576.9917,0.5462,8484.9336,8.0332
927,002097,山河智能,8.67,10.04,32.6351,398.1923,0.377,3963.1879,3.7527
928,300523,辰安科技,8.67,16.14,59.7801,80.9024,0.5618,501.2129,3.4806
929,300621,维业股份,8.67,4.31,12.8543,74.962,0.3605,1736.7415,8.3524
930,603365,水星家纺,8.67,10.01,34.9051,180.6726,0.6775,1803.3249,6.7623
931,601998,中信银行,8.67,30.31,37.8575,36799.0,0.752,121384.0,2.4805
932,603959,百利科技,8.66,16.36,40.2448,90.5802,0.2888,553.3684,1.7645
933,300511,雪榕生物,8.66,10.24,12.1697,133.7468,0.3079,1305.6951,3.0068
934,603220,贝通信,8.66,7.34,21.1113,71.805,0.2834,977.3447,3.8581
935,603160,汇顶科技,8.65,13.47,44.7258,318.7345,0.6975,2365.4746,5.1771
936,002707,众信旅游,8.65,2.22,10.4682,208.8266,0.2459,9389.6792,11.0583
937,603897,长城科技,8.65,3.79,7.7503,142.065,0.7963,3746.5402,21.0007
938,603709,中源家居,8.65,7.73,25.5306,48.7631,0.6095,630.4367,7.8804
939,600012,皖通高速,8.64,37.87,57.13,851.7518,0.5135,2249.0926,1.3559999999999999
940,300498,温氏股份,8.64,7.1,15.0808,2899.8736,0.5457,40839.1904,7.6854
941,000006,深振业A,8.63,31.57,38.9828,503.2401,0.3727,1593.8924,1.1806
942,600195,中牧股份,8.63,10.58,28.4736,338.0294,0.5617,3193.2412,5.3068
943,002444,巨星科技,8.63,13.34,27.3107,566.1058,0.5264,4242.0104,3.9451
944,300170,汉得信息,8.62,11.72,34.7797,247.2852,0.2832,2109.5515,2.4164
945,300606,金太阳,8.6,14.52,32.5911,42.9781,0.4818,295.9898,3.3182
946,300441,鲍斯股份,8.59,12.32,37.138000000000005,134.8921,0.2036,1094.1793,1.652
947,603877,太平鸟,8.59,5.77,54.3517,282.3444,0.5870000000000001,4888.0275,10.1636
948,002880,卫光生物,8.59,23.06,42.3427,108.071,1.0006,468.5096,4.338
949,002191,劲嘉股份,8.59,22.95,43.879,545.5011,0.3649,2376.8462,1.59
950,002138,顺络电子,8.59,20.65,35.9172,361.3592,0.445,1749.608,2.1545
951,603887,城地股份,8.58,6.94,18.2581,70.9532,0.49200000000000005,1022.1316,7.0882
952,300355,蒙草生态,8.58,12.07,32.9369,325.3074,0.2027,2694.3374,1.6795
953,600327,大东方,8.58,3.56,13.6674,241.0404,0.3269,6759.597,9.1678
954,002695,煌上煌,8.58,11.6,34.8002,168.7936,0.3284,1455.0729,2.8315
955,000046,泛海控股,8.58,72.91,55.1891,1817.1679,0.3497,2492.0352,0.4795
956,601231,环旭电子,8.58,3.5,10.5273,777.1752,0.3571,22146.0828,10.1777
957,600919,江苏银行,8.57,39.34,43.9333,10257.552,0.8885,26069.145,2.2581
958,603089,正裕工业,8.56,8.5,20.8044,63.5768,0.596,747.6613,7.0091
959,300546,雄帝科技,8.55,16.45,45.5706,58.8058,0.4349,357.3728,2.6431
960,300546,雄帝科技,8.55,16.45,45.5706,58.8058,0.4349,357.3728,2.6431
961,600308,华泰股份,8.54,5.83,16.2756,649.7123,0.5564,11129.9801,9.5326
962,601200,上海环境,8.53,27.17,40.9974,498.6037,0.7097,1834.5469,2.6112
963,300722,新余国科,8.53,23.52,46.2151,35.4633,0.4432,150.7354,1.8841
964,600297,广汇汽车,8.53,2.61,10.7048,3153.4605,0.3837,120404.2549,14.6519
965,600368,五洲交通,8.53,23.56,56.5402,293.5833,0.2608,1246.0226,1.1069
966,002632,道明光学,8.52,19.32,38.3543,167.0062,0.2666,864.107,1.3794
967,002734,利民股份,8.52,13.93,27.3431,150.2165,0.5372,1078.3509,3.8569
968,600329,中新药业,8.51,8.55,42.5971,400.9063,0.5214,4688.8052,6.0982
969,600048,保利地产,8.5,10.1,32.6859,9595.6293,0.8068,94920.5384,7.9817
970,300485,赛升药业,8.5,22.36,86.1807,210.1661,0.434,939.6881,1.9408
971,300207,欣旺达,8.5,3.27,12.9157,429.1513,0.2771,13105.688999999998,8.4625
972,603713,密尔克卫,8.49,8.57,19.5947,104.5167,0.6854,1219.2716,7.9965
973,300137,先河环保,8.49,17.94,53.4182,147.2371,0.2672,820.5519,1.4891
974,300322,硕贝德,8.49,4.11,21.1135,52.4772,0.129,1275.8084,3.1364
975,600261,阳光照明,8.48,6.87,22.2822,288.4047,0.1986,4196.6669,2.89
976,002067,景兴纸业,8.48,8.09,14.0843,358.4637,0.3176,4428.0191,3.9239
977,603326,我乐家居,8.47,8.96,37.0096,66.8823,0.2959,745.6831,3.2996
978,002376,新北洋,8.47,14.52,39.0051,260.8953,0.3919,1795.7382,2.6974
979,600167,联美控股,8.47,42.66,45.8325,637.6424,0.3622,1494.5056,0.8491
980,002014,永新股份,8.46,8.98,21.6128,149.1843,0.2962,1659.6103,3.2953
981,300046,台基股份,8.45,26.56,39.4781,74.7879,0.3509,281.4802,1.3207
982,603679,华体科技,8.45,12.59,33.3314,47.2267,0.4676,375.0719,3.7139
983,300371,汇中股份,8.45,30.5,62.8994,49.581,0.4131,162.5359,1.3544
984,601985,中国核电,8.44,13.67,44.0449,3849.5517,0.2473,28155.3699,1.8088
985,600983,惠而浦,8.44,7.63,23.2275,354.3194,0.4622,4640.4777,6.0545
986,603919,金徽酒,8.44,16.62,62.5405,160.4348,0.4407,965.1252,2.6514
987,000150,宜华健康,8.43,12.28,36.3248,205.7175,0.3281,1674.0773,2.6702
988,002332,仙琚制药,8.43,7.98,59.0438,211.6671,0.231,2650.1443,2.8925
989,600557,康缘药业,8.43,11.53,75.5099,317.5939,0.5151,2754.0336,4.4675
990,300081,恒信东方,8.43,42.5,38.4868,206.1124,0.3891,484.9164,0.9155
991,300382,斯莱克,8.42,20.6,47.5331,83.8371,0.1484,406.918,0.7207
992,603527,众源新材,8.41,2.95,6.5117,71.2441,0.409,2414.7925,13.8653
993,603938,三孚股份,8.41,10.5,27.1706,87.1409,0.5802,829.5905,5.5244
994,000739,普洛药业,8.41,5.85,30.0269,273.4043,0.2319,4668.8099,3.9615
995,000028,国药一致,8.41,2.91,11.4875,926.9716,2.1651,31766.7071,74.1992
996,601928,凤凰传媒,8.4,14.04,37.5189,1103.5134,0.4336,7856.5687,3.0871
997,601328,交通银行,8.39,36.3,42.1321,57304.0,0.7716,157832.0,2.1253
998,300428,四通新材,8.39,6.49,10.547,58.0474,0.1995,893.3857,3.0713
999,300427,红相股份,8.38,19.15,44.6765,169.0699,0.4795,882.7198,2.5035
1000,600020,中原高速,8.38,23.81,55.1242,979.0126,0.4356,4110.5964,1.829
1001,300687,赛意信息,8.38,11.17,31.3065,68.4925,0.4756,613.0408,4.2572
1002,603569,长久物流,8.37,5.01,10.2196,188.2908,0.3362,3756.6267,6.707999999999999
1003,002550,千红制药,8.37,20.98,48.2562,210.7438,0.1646,1004.1313,0.7844
1004,002119,康强电子,8.36,5.73,20.5296,65.6481,0.2274,1144.0358,3.9629
1005,000726,鲁泰A,8.36,11.68,29.0766,586.896,0.6361,5023.5918,5.445
1006,603192,汇得科技,8.36,7.24,18.2255,91.3837,0.8567,1261.7473,11.8288
1007,600252,中恒集团,8.36,19.4,89.0048,477.6565,0.1374,2461.9147,0.7084
1008,002932,明德生物,8.35,36.24,77.9752,48.0048,0.7209,132.4541,1.9892
1009,300320,海达股份,8.35,7.78,24.3001,122.02,0.2029,1566.9806,2.6062
1010,002398,建研集团,8.35,10.73,26.4211,202.6467,0.2924,1888.1295,2.725
1011,601319,中国人保,8.34,3.07,6.4481,12118.0,0.2856,394377.0,9.296
1012,000100,TCL集团,8.32,3.02,17.7883,2489.6615,0.1837,82237.1449,6.0693
1013,300681,英搏尔,8.32,12.51,25.5281,54.2543,0.7176,433.3542,5.7321
1014,300082,奥克股份,8.31,4.48,10.0049,252.3618,0.3702,5620.7528,8.2455
1015,600028,中国石化,8.3,2.89,18.1522,59980.0,0.4954,2072970.0,17.1219
1016,002033,丽江旅游,8.29,36.23,72.5446,202.9032,0.3692,559.9683,1.0190000000000001
1017,300311,任子行,8.29,13.08,45.8465,110.4843,0.1624,844.2363,1.2414
1018,002245,澳洋顺昌,8.29,7.0,19.4499,221.4886,0.2244,3160.9208,3.2034
1019,600380,健康元,8.28,7.42,63.1479,641.3753,0.4077,8636.2555,5.4905
1020,300580,贝斯特,8.28,20.66,38.3479,110.6768,0.5533,535.5019,2.6775
1021,600053,九鼎投资,8.27,28.28,93.8705,168.8097,0.3893,596.7701,1.3765
1022,603311,金海环境,8.27,14.39,32.3769,62.1885,0.2961,432.0802,2.0575
1023,600182,S佳通,8.27,2.94,16.7172,74.4462,0.2189,2529.683,7.4402
1024,600466,蓝光发展,8.27,8.54,31.6391,1219.6003,0.4086,14278.0031,4.7841
1025,603303,得邦照明,8.27,7.29,15.5941,209.0105,0.5122,2864.4099,7.0206
1026,600704,物产中大,8.27,0.85,2.9818,1825.9496,0.4239,212785.955,49.4083
1027,600873,梅花生物,8.26,7.84,24.5813,729.301,0.2346,9300.2915,2.9922
1028,603903,中持股份,8.26,9.29,24.6558,64.1868,0.6211,690.5125,6.6822
1029,002186,全聚德,8.25,9.43,62.2788,128.5784,0.4168,1362.9321,4.4184
1030,603599,广信股份,8.25,16.65,31.9522,375.3468,0.8077,2253.8964,4.8504
1031,000598,兴蓉环境,8.24,28.25,44.9268,849.4634,0.2844,3006.6279999999997,1.0068
1032,300690,双一科技,8.24,20.82,38.3022,77.5235,0.6987,372.2515,3.3553
1033,000869,张裕A,8.24,19.93,64.5253,769.7537,1.1229,3860.5591,5.632000000000001
1034,600271,航天信息,8.24,3.69,16.2427,854.4189,0.4587,23105.9315,12.4057
1035,603200,上海洗霸,8.23,21.7,41.141999999999996,59.2658,0.7897,273.0517,3.6385
1036,002100,天康生物,8.23,6.98,20.9685,259.3152,0.2691,3710.8343,3.8518
1037,300501,海顺新材,8.22,14.53,32.9667,51.8086,0.5135,356.3365,3.5319
1038,002868,绿康生化,8.22,23.52,35.7275,59.6808,0.4973,253.6478,2.1137
1039,603856,东宏股份,8.21,10.52,23.2193,125.0619,0.4877,1188.6887,4.6358
1040,002514,宝馨科技,8.21,13.32,33.0095,77.3368,0.1395,580.2537,1.0473
1041,603331,百达精工,8.21,9.99,27.1316,57.8852,0.4548,579.1775,4.5513
1042,000959,首钢股份,8.21,4.41,14.1373,2140.8042,0.4047,48455.8781,9.1609
1043,002394,联发股份,8.2,7.81,18.0948,250.9385,0.7752,3212.1106,9.9231
1044,002532,新界泵业,8.19,10.02,28.6957,111.6629,0.2219,1113.849,2.214
1045,601952,苏垦农发,8.19,13.81,18.2413,445.1077,0.32299999999999995,3223.0748,2.3389
1046,002849,威星智能,8.18,8.36,31.0953,48.1201,0.3701,575.3048,4.4254
1047,000411,英特集团,8.18,0.49,6.5068,74.8533,0.3608,15266.2527,73.59
1048,600742,一汽富维,8.18,3.91,7.843999999999999,387.9156,0.7641,9897.4924,19.4964
1049,300600,瑞特股份,8.18,25.51,46.6359,86.5063,0.5129,339.0524,2.0102
1050,002845,同兴达,8.17,3.06,8.7162,87.1441,0.4297,2842.4578,14.0168
1051,600908,无锡银行,8.17,36.08,44.8238,862.3539999999999,0.4665,2389.522,1.2929
1052,300731,科创新源,8.17,19.27,41.1564,40.5538,0.4649,210.3526,2.4118
1053,002493,荣盛石化,8.17,2.86,6.91,1768.8631,0.2811,61682.3353,9.8046
1054,002401,中远海科,8.17,9.76,19.9586,70.3851,0.2321,720.9045,2.3773
1055,002825,纳尔股份,8.16,8.5,19.0205,49.735,0.3545,584.5905,4.1672
1056,603421,鼎信通讯,8.15,18.03,50.1719,197.5523,0.4459,1095.4822,2.4728
1057,002384,东山精密,8.15,5.05,15.8187,677.3426,0.4216,13406.5617,8.3448
1058,603158,腾龙股份,8.14,11.16,31.1526,82.3531,0.3767,737.7539,3.3749
1059,300227,光韵达,8.14,14.26,45.181999999999995,61.6779,0.2772,432.4532,1.9438
1060,300639,凯普生物,8.14,19.39,83.6345,78.5189,0.4314,404.8097,2.2241
1061,000791,甘肃电投,8.14,28.57,53.2227,493.4874,0.5081,1727.1589,1.7785
1062,300660,江苏雷利,8.13,9.91,22.7836,169.6032,0.9244,1709.9639,9.3208
1063,600675,中华企业,8.13,8.97,31.1842,813.8293,0.1729,9063.5068,1.9256
1064,601005,重庆钢铁,8.12,8.48,17.1026,1480.017,0.1659,17436.86,1.9551
1065,300695,兆丰股份,8.12,36.71,41.9634,135.1185,2.0264,368.0694,5.5201
1066,000048,*ST康达,8.12,5.44,28.1788,89.2983,0.2285,1640.4256,4.1979
1067,000498,山东路桥,8.11,3.38,8.1976,351.2822,0.3136,10369.9695,9.2577
1068,600710,苏美达,8.11,0.58,5.9855,347.969,0.2662,59137.6988,45.2555
1069,600826,兰生股份,8.1,10.14,5.3376,237.7893,0.5653,2344.81,5.5743
1070,002422,科伦药业,8.09,8.36,59.1422,1023.3785,0.7107,12231.7906,8.4952
1071,002359,北讯集团,8.08,19.25,32.2695,535.786,0.4928,2782.2461,2.5591
1072,002837,英维克,8.08,12.25,36.0136,85.1614,0.396,694.8993,3.2319
1073,002057,中钢天源,8.07,11.05,26.2997,106.3031,0.2771,961.9612,2.5082
1074,000798,中水渔业,8.06,14.04,6.6908,60.3578,0.1889,429.6891,1.345
1075,002648,卫星石化,8.06,8.99,20.7138,622.8245,0.5844,6927.4493,6.5009
1076,002358,森源电气,8.06,17.62,33.9972,417.7691,0.4493,2370.5115,2.5496
1077,300274,阳光电源,8.05,10.75,29.9972,607.174,0.418,5644.5582,3.8867
1078,300323,华灿光电,8.04,21.3,35.0902,497.4359,0.4599,2334.9325,2.1591
1079,002310,东方园林,8.04,10.1,32.7066,975.0818,0.3634,9648.9529,3.5966
1080,002718,友邦吊顶,8.04,17.66,36.1877,94.8609,1.0824,536.9456,6.1272
1081,000785,武汉中商,8.03,3.2,22.552,94.5713,0.3764,2949.0201,11.7387
1082,000059,华锦股份,8.03,4.17,19.3985,1059.1169,0.6621,25369.9307,15.8617
1083,600845,宝信软件,8.03,13.51,29.3774,518.4475,0.5908,3835.5822,4.3715
1084,300294,博雅生物,8.03,16.97,61.472,286.365,0.6608,1686.6156,3.8922
1085,002892,科力尔,8.02,9.27,21.1429,48.5574,0.5808,523.5278,6.2622
1086,603580,艾艾精工,8.02,21.81,46.7739,31.3224,0.3355,143.6142,1.5386
1087,600015,华夏银行,8.02,28.66,37.8504,14513.0,1.1318,50623.0,3.9479
1088,300603,立昂技术,8.01,7.72,25.1487,36.3174,0.3543,470.3589,4.5888
1089,601058,赛轮轮胎,8.01,5.02,19.1111,517.1923,0.1914,10283.7531,3.8067
1090,002281,光迅科技,8.01,7.19,18.7904,263.3159,0.4065,3659.3122,5.65
1091,300655,晶瑞股份,8.0,6.67,28.6376,39.4255,0.261,591.0162,3.9134
1092,300740,御家汇,7.99,6.85,53.0263,110.1658,0.405,1606.0972,5.9047
1093,002713,东易日盛,7.98,2.87,35.8805,84.4711,0.3214,2940.0039,11.1889
1094,600229,城市传媒,7.97,12.41,37.1295,191.6903,0.273,1544.5568,2.1999
1095,002126,银轮股份,7.97,7.43,24.9489,283.7187,0.3541,3814.3151,4.7614
1096,002442,龙星化工,7.96,4.26,17.7286,98.0242,0.2042,2297.6761,4.7868
1097,600367,红星发展,7.96,8.67,28.8807,99.7543,0.3346,1149.4668,3.8566
1098,300196,长海股份,7.95,12.3,26.0762,194.6095,0.4584,1581.1898,3.7248
1099,002391,长青股份,7.94,11.09,25.5998,253.7419,0.7058,2287.5468,6.3633
1100,002851,麦格米特,7.94,7.61,29.8989,122.5669,0.3916,1610.4587,5.1456
1101,603895,天永智能,7.93,13.03,28.8873,51.2037,0.4737,392.7265,3.6336
1102,603809,豪能股份,7.92,17.46,34.6179,118.6413,0.7944,679.3678,4.5491
1103,002840,华统股份,7.92,2.69,5.3594,98.8289,0.3687,3671.0425,13.6979
1104,300627,华测导航,7.92,10.45,53.9311,65.565,0.2659,626.9372,2.5428
1105,300609,汇纳科技,7.92,26.35,69.6215,39.3182,0.3893,149.1628,1.4771
1106,000920,南方汇通,7.92,9.12,40.3828,66.6408,0.1579,730.3884,1.7307
1107,000681,视觉中国,7.91,31.38,63.7264,220.0601,0.3141,701.2222,1.0009
1108,000961,中南建设,7.91,4.22,21.3258,1267.2051,0.3415,29995.853,8.0855
1109,603301,振德医疗,7.9,8.29,30.1744,85.2559,0.8525,1028.0844,10.2808
1110,600926,杭州银行,7.9,34.6,37.0553,4412.420999999999,0.86,12750.995,2.4854
1111,600073,上海梅林,7.9,1.79,12.7635,302.0256,0.322,16783.8835,17.8984
1112,603013,亚普股份,7.9,4.15,15.0259,233.6257,0.45799999999999996,5625.0389,11.0294
1113,300507,苏奥传感,7.89,15.84,29.1845,73.2173,0.599,462.2112,3.7814
1114,603214,爱婴室,7.89,4.31,27.3222,65.6394,0.6563,1520.6729,15.2067
1115,002150,通润装备,7.88,9.83,24.328000000000003,91.8842,0.335,934.5315,3.4076
1116,002279,久其软件,7.88,9.85,40.9517,167.2888,0.2354,1697.2093,2.3889
1117,600508,上海能源,7.87,14.58,34.8594,756.467,1.0466,5187.1346,7.1772
1118,300037,新宙邦,7.87,13.4,34.0052,207.9382,0.5479999999999999,1551.4132,4.0887
1119,300077,国民技术,7.87,43.79,33.1398,219.493,0.3936,501.1651,0.8987
1120,002561,徐家汇,7.86,11.32,28.8098,170.5842,0.4102,1506.4213,3.6232
1121,600629,华建集团,7.86,4.87,23.3445,207.9826,0.4812,4264.289000000001,9.8662
1122,002688,金河生物,7.85,11.6,37.745,128.9035,0.2029,1111.0109,1.7488
1123,603733,仙鹤股份,7.83,8.57,18.4898,250.2221,0.4088,2918.8827,4.7694
1124,002917,金奥博,7.83,17.48,37.9528,50.0373,0.4425,286.243,2.5317
1125,600035,楚天高速,7.82,22.33,39.7137,490.792,0.284,2197.6504,1.2717
1126,002775,文科园林,7.81,9.06,17.8565,192.7457,0.3757,2125.6935,4.144
1127,603323,吴江银行,7.79,31.39,35.6934,719.054,0.4965,2290.65,1.5818
1128,002406,远东传动,7.79,14.27,30.4183,183.361,0.3268,1284.0867,2.2889
1129,600315,上海家化,7.79,8.37,62.7924,453.7964,0.6755,5420.1922,8.0692
1130,002864,盘龙药业,7.79,13.66,71.0633,46.2633,0.5337,338.5321,3.9059
1131,603648,畅联股份,7.78,13.65,26.0931,125.6283,0.3407,920.0641,2.4956
1132,300067,安诺其,7.78,13.06,29.7397,126.36200000000001,0.1755,967.3447,1.3441
1133,600064,南京高科,7.78,30.77,49.3282,796.8587,0.6447,2589.0731,2.0947
1134,300426,唐德影视,7.77,16.32,45.2012,100.2052,0.2505,613.7681,1.5344
1135,000810,创维数字,7.76,4.2,16.2028,230.1678,0.2142,5473.4906,5.0939
1136,300447,全信股份,7.76,25.23,55.919,124.8098,0.39899999999999997,494.6113,1.5814
1137,002107,沃华医药,7.75,8.23,79.5101,46.1119,0.1278,559.6333,1.5512
1138,600115,东方航空,7.75,5.1,15.3156,4490.0,0.3103,87878.0,6.0741
1139,300739,明阳电路,7.75,11.09,28.2397,95.1667,0.5149,857.7514,4.6415
1140,600115,东方航空,7.75,5.1,15.3156,4490.0,0.3103,87878.0,6.0741
1141,603066,音飞储存,7.74,14.92,32.7609,71.9253,0.2378,481.8436,1.5937
1142,000070,特发信息,7.73,4.07,14.9288,164.2768,0.262,4026.8256,6.4224
1143,601390,中国中铁,7.72,2.64,9.8068,13044.817,0.5710000000000001,493425.41799999995,21.5994
1144,002549,凯美特气,7.72,18.98,46.8677,70.8915,0.1136,373.4957,0.5988
1145,002399,海普瑞,7.72,13.53,39.3847,450.8833,0.3615,3332.0094,2.6715
1146,002810,山东赫达,7.72,8.57,23.5795,56.8186,0.4772,662.7175,5.566
1147,000983,西山煤电,7.71,6.51,31.7103,1522.7055,0.4832,23372.3722,7.4169
1148,601566,九牧王,7.7,18.19,57.081,349.6339,0.6084,1921.4564,3.3437
1149,000639,西王食品,7.69,7.75,37.3645,329.7553,0.4276,4250.3427,5.5126
1150,300043,星辉娱乐,7.68,9.48,46.4753,212.4954,0.1707,2240.1759,1.8004
1151,601186,中国铁建,7.68,2.58,9.9862,12646.122,0.9312,489870.617,36.0741
1152,600066,宇通客车,7.68,6.18,23.639,1197.7287,0.5409,19374.2377,8.751
1153,002464,众应互联,7.67,19.3,61.4827,114.6052,0.3514,593.8024,1.8208
1154,600622,光大嘉宝,7.67,14.39,54.1964,434.022,0.3762,3015.9262,2.6143
1155,002047,宝鹰股份,7.66,5.95,15.0594,304.4821,0.22699999999999998,5110.6065,3.8101
1156,300172,中电环保,7.66,16.08,34.5629,98.4957,0.1886,612.2037,1.1723
1157,002541,鸿路钢构,7.66,6.44,16.0672,332.7898,0.6354,5163.1373,9.8586
1158,002239,奥特佳,7.66,13.68,18.0991,426.7254,0.1362,3117.3816,0.9955
1159,603917,合力科技,7.65,16.49,33.0724,67.4052,0.4298,408.5255,2.6053
1160,300473,德尔股份,7.65,5.3,29.0549,148.7918,1.4181,2802.1648,26.7076
1161,002049,紫光国微,7.65,16.81,29.9311,287.742,0.4741,1710.8406,2.8193
1162,600529,山东药玻,7.65,13.66,35.2622,262.4054,0.6174,1920.6821,4.5194
1163,601633,长城汽车,7.65,5.99,18.2253,3926.5571,0.4302,65513.0758,7.1777
1164,002062,宏润建设,7.64,3.38,7.2575,223.1142,0.2023,6595.743,5.9825
1165,002598,山东章鼓,7.64,9.12,33.2432,62.6004,0.2006,686.4073,2.2
1166,002448,中原内配,7.63,16.29,40.0043,196.4469,0.3231,1205.2251,1.9824
1167,603567,珍宝岛,7.63,18.84,73.4567,372.7141,0.4389,1977.4248,2.3286
1168,600785,新华百货,7.63,2.87,20.9166,164.3074,0.7282,5711.9119,25.3152
1169,300410,正业科技,7.62,15.36,40.5965,164.2269,0.8377,1069.1456,5.4541
1170,000617,中油资本,7.62,1332.62,24.8103,5762.276,0.6381,432.4019,0.0478
1171,603100,川仪股份,7.61,6.41,32.3579,158.7908,0.402,2474.4977,6.2645
1172,000731,四川美丰,7.61,10.84,27.4076,213.0256,0.3601,1963.7272,3.3199
1173,000799,酒鬼酒,7.6,21.18,77.8326,161.0442,0.4956,760.1002,2.3392
1174,300241,瑞丰光电,7.59,8.77,18.601,100.0487,0.18100000000000002,1139.9382,2.0629
1175,002843,泰嘉股份,7.59,18.02,42.1294,49.2719,0.3477,273.2999,1.9287
1176,002074,国轩高科,7.58,16.08,33.1275,659.0078,0.5797,4096.7521,3.6042
1177,002790,瑞尔特,7.58,16.1,28.4436,112.814,0.4406,700.5906,2.7366
1178,000616,海航投资,7.57,178.32,22.0815,327.8861,0.2292,183.8665,0.1285
