code,name,roe,net_profit_ratio,net_profits,eps,cf_sales,rateofreturn,cashflowratio
000001,平安银行,5.86,23.36,13372.0,0.7278,,0.0022,
000002,万科A,6.76,8.6,9123.7432,0.8264,,0.0022,
000005,世纪星源,0.61,2.97,8.1467,0.0076,,0.0022,
000006,深振业A,7.24,39.4,415.9687,0.3081,,0.0022,
000007,全新好,-2.94,-49.42,-11.0674,-0.0319,,0.0022,
000008,神州高铁,0.87,8.4,61.3802,0.0217,,0.0022,
000009,中国宝安,2.26,2.64,114.9098,0.0534,,0.0022,
000010,美丽生态,-7.92,-79.03,-84.986,-0.1036,,0.0022,
000011,深物业A,2.93,10.05,82.9725,0.1392,,0.0022,
000012,南玻A,4.01,6.44,352.8372,0.1294,,0.0022,
000014,沙河股份,0.41,2.53,3.0834,0.0152,,0.0022,
000016,深康佳A,4.3,1.93,341.793,0.1419,,0.0022,
000017,深中华A,3.36,0.81,0.5542,0.001,,0.0022,
000018,神州长城,6.52,9.07,143.9995,0.0847,,0.0022,
000019,深深宝A,-1.96,-13.34,-18.2466,-0.0367,,0.0022,
000020,深华发A,0.86,0.81,2.7931,0.0098,,0.0022,
000021,深科技,2.92,2.07,171.7782,0.1167,,0.0022,
000022,深赤湾A,7.04,25.36,316.0603,0.4901,,0.0022,
000023,深天地A,0.21,0.13,0.8645,0.0062,,0.0022,
000026,飞亚达A,4.35,6.62,112.3679,0.2561,,0.0022,
000027,深圳能源,2.56,6.72,537.0368,0.1354,,0.0022,
000028,国药一致,6.47,3.08,641.727,1.4989,,0.0022,
000029,深深房A,10.42,24.97,329.0661,0.3252,,0.0022,
000030,富奥股份,8.04,12.6,481.414,0.3722,,0.0022,
000031,中粮地产,8.74,12.49,624.0677,0.344,,0.0022,
000032,深桑达A,4.58,7.42,60.4408,0.1431,,0.0022,
000034,神州数码,7.45,0.8,267.4994,0.4089,,0.0022,
000035,中国天楹,2.8,10.1,87.2559,0.0645,,0.0022,
000036,华联控股,9.0,27.02,380.3736,0.3332,,0.0022,
000037,深南电A,1.5,2.77,30.0121,0.0497,,0.0022,
000038,深大通,2.24,9.66,119.1014,0.2278,,0.0022,
000039,中集集团,3.14,2.21,965.3969999999999,0.3234,,0.0022,
000040,东旭蓝天,10.33,36.92,1317.4075,0.9852,,0.0022,
000042,中洲控股,10.25,12.07,718.0605,1.08,,0.0022,
000043,中航善达,2.96,4.5,125.8419,0.1886,,0.0022,
000045,深纺织A,0.4,1.79,9.647,0.0188,,0.0022,
000046,泛海控股,6.18,114.18,1333.6235,0.2566,,0.0022,
000048,*ST康达,6.74,6.89,73.1028,0.187,,0.0022,
000049,德赛电池,8.98,2.11,133.3702,0.6498,,0.0022,
000050,深天马A,3.25,6.01,840.1415,0.4102,,0.0022,
000055,方大集团,6.99,15.95,230.1317,0.1944,,0.0022,
000056,皇庭国际,1.89,22.15,101.2418,0.0861,,0.0022,
000058,深赛格,5.04,11.06,97.667,0.079,,0.0022,
000059,华锦股份,5.89,4.68,762.7149,0.4768,,0.0022,
000060,中金岭南,6.06,5.32,606.6895,0.1699,,0.0022,
000061,农产品,-0.37,-1.6,-17.608,-0.0103,,0.0022,
000062,深圳华强,8.32,7.34,359.7205,0.4986,,0.0022,
000063,中兴通讯,-35.49,-19.84,-7824.19,-1.8661,,0.0022,
000065,北方国际,8.7,8.35,342.1843,0.4446,,0.0022,
000066,中国长城,4.02,6.06,250.7728,0.0851,,0.0022,
000068,华控赛格,-4.82,-34.91,-30.1705,-0.0299,,0.0022,
000069,华侨城A,3.73,13.68,2013.7835,0.2454,,0.0022,
000070,特发信息,4.74,3.81,97.5395,0.1555,,0.0022,
000078,海王生物,5.59,1.86,326.7644,0.1234,,0.0022,
000088,盐田港,2.68,92.1,171.3841,0.0882,,0.0022,
000089,深圳机场,3.25,21.0,369.5125,0.1801,,0.0022,
000090,天健集团,3.23,5.89,204.2992,0.1421,,0.0022,
000096,广聚能源,3.29,9.83,80.6114,0.1526,,0.0022,
000099,中信海直,1.43,6.78,42.7743,0.0705,,0.0022,
000100,TCL集团,5.35,3.01,1585.9389999999999,0.11699999999999999,,0.0022,
000150,宜华健康,7.28,15.2,175.3959,0.3916,,0.0022,
000151,中成股份,5.85,7.14,56.988,0.1925,,0.0022,
000153,丰原药业,3.05,2.58,38.0811,0.1201,,0.0022,
000155,川能动力,1.06,1.26,32.4461,0.0255,,0.0022,
000156,华数传媒,3.05,20.3,316.9169,0.2211,,0.0022,
000157,中联重科,2.33,5.87,864.2179,0.1108,,0.0022,
000158,常山北明,0.5,0.79,29.9939,0.0181,,0.0022,
000159,国际实业,-1.91,-12.24,-39.1547,-0.0813,,0.0022,
000166,申万宏源,3.06,34.0,2065.5654,0.0916,,0.0022,
000301,东方盛虹,1.98,14.48,69.6849,0.0572,,0.0022,
000333,美的集团,16.31,9.07,12936.846000000001,1.9516,,0.0022,
000338,潍柴动力,11.88,5.33,4392.5874,0.5492,,0.0022,
000400,许继电气,1.71,4.96,131.9798,0.1308,,0.0022,
000401,冀东水泥,5.0,6.59,515.8098,0.3827,,0.0022,
000402,金融街,2.92,13.04,864.9712,0.2893,,0.0022,
000403,振兴生化,10.68,15.63,66.7132,0.2447,,0.0022,
000404,长虹华意,1.9,1.27,60.2665,0.0865,,0.0022,
000407,胜利股份,3.2,3.37,72.005,0.0818,,0.0022,
000408,藏格控股,6.19,37.97,432.2272,0.2167,,0.0022,
000409,*ST地矿,-33.53,-26.98,-178.7864,-0.3499,,0.0022,
000410,沈阳机床,2.83,0.75,25.248,0.0329,,0.0022,
000411,英特集团,5.59,0.49,49.843999999999994,0.2402,,0.0022,
000413,东旭光电,2.74,7.71,858.2961,0.1497,,0.0022,
000415,渤海租赁,3.89,6.49,1289.763,0.2085,,0.0022,
000416,民生控股,0.56,74.72,4.7997,0.009000000000000001,,0.0022,
000417,合肥百货,4.41,2.93,163.6856,0.2098,,0.0022,
000418,小天鹅A,12.27,7.48,902.047,1.4261,,0.0022,
000419,通程控股,3.88,4.18,81.1184,0.1492,,0.0022,
000420,吉林化纤,2.74,6.08,78.7768,0.0399,,0.0022,
000421,南京公用,3.47,5.01,86.9635,0.1518,,0.0022,
000422,*ST宜化,29.24,3.81,238.2143,0.2653,,0.0022,
000423,东阿阿胶,8.51,28.87,862.2527,1.3183,,0.0022,
000425,徐工机械,4.45,4.61,1104.0301,0.1575,,0.0022,
000426,兴业矿业,6.33,32.48,367.611,0.1967,,0.0022,
000428,华天酒店,-4.99,-29.93,-143.1884,-0.1405,,0.0022,
000429,粤高速A,8.98,50.72,779.0022,0.3725,,0.0022,
000430,张家界,1.27,10.57,20.1384,0.0497,,0.0022,
000488,晨鸣纸业,6.44,11.47,1784.631,0.6309,,0.0022,
000498,山东路桥,3.29,2.4,134.8192,0.1203,,0.0022,
000501,鄂武商A,7.42,6.51,576.4578,0.7496,,0.0022,
000502,绿景控股,-23.17,-282.32,-24.2725,-0.1313,,0.0022,
000503,国新健康,-6.69,-394.9,-88.2734,-0.0982,,0.0022,
000504,南华生物,-168.09,-42.91,-15.4499,-0.0495,,0.0022,
000505,京粮控股,2.77,1.64,59.919,0.0873,,0.0022,
000506,中润资源,-2.68,-12.99,-26.2152,-0.0282,,0.0022,
000507,珠海港,4.27,12.68,121.1575,0.1534,,0.0022,
000509,华塑控股,-7.1,-0.35,-4.2275,-0.0051,,0.0022,
000510,金路集团,8.12,7.38,73.3822,0.1204,,0.0022,
000513,丽珠集团,6.1,13.87,633.3543,0.8808,,0.0022,
000514,渝开发,0.54,6.09,16.2268,0.0192,,0.0022,
000516,国际医学,37.75,137.12,2208.9102,1.1206,,0.0022,
000517,荣安地产,4.03,13.76,174.56099999999998,0.0548,,0.0022,
000518,四环生物,0.16,0.56,1.0287,0.0009,,0.0022,
000519,中兵红箭,2.01,7.5,155.3277,0.1106,,0.0022,
000520,长航凤凰,13.95,11.16,51.2643,0.0506,,0.0022,
000521,长虹美菱,1.0,0.54,50.6842,0.0485,,0.0022,
000523,广州浪奇,0.91,0.29,17.1732,0.0328,,0.0022,
000524,岭南控股,4.08,3.19,100.20299999999999,0.1495,,0.0022,
000525,红太阳,6.82,14.08,381.8064,0.6574,,0.0022,
000526,紫光学大,58.8,6.1,101.0969,1.0509,,0.0022,
000528,柳工,6.31,6.1,595.7863,0.5294,,0.0022,
000529,广弘控股,4.22,5.31,58.6706,0.1004,,0.0022,
000530,大冷股份,1.76,5.73,59.0175,0.0689,,0.0022,
000531,穗恒运A,0.99,2.48,38.3986,0.055999999999999994,,0.0022,
000532,华金资本,1.99,9.66,15.113,0.0438,,0.0022,
000533,万家乐,0.91,0.2,14.5227,0.021,,0.0022,
000534,万泽股份,1.51,221.27,22.799,0.0463,,0.0022,
000536,华映科技,-2.23,-11.85,-271.2374,-0.098,,0.0022,
000537,广宇发展,15.05,16.84,1668.9197,0.8959999999999999,,0.0022,
000538,云南白药,8.3,12.58,1633.0636,1.5681,,0.0022,
000539,粤电力A,1.89,3.23,448.8335,0.0854,,0.0022,
000540,中天金融,23.02,112.46,4739.0735,0.6725,,0.0022,
000541,佛山照明,5.37,11.1,229.2775,0.1638,,0.0022,
000543,皖能电力,1.47,2.39,140.7356,0.0786,,0.0022,
000544,中原环保,3.26,36.67,176.7468,0.1813,,0.0022,
000545,金浦钛业,3.07,6.37,61.8529,0.0626,,0.0022,
000546,金圆股份,4.8,4.74,170.0561,0.2379,,0.0022,
000547,航天发展,3.02,16.78,167.7903,0.1173,,0.0022,
000548,湖南投资,1.24,16.33,20.3868,0.0408,,0.0022,
000551,创元科技,3.32,3.53,53.1849,0.1329,,0.0022,
000552,靖远煤电,4.8,15.5,340.1988,0.1487,,0.0022,
000553,沙隆达A,10.96,18.13,2362.781,0.9657,,0.0022,
000555,神州信息,4.86,6.02,250.4922,0.26,,0.0022,
000557,西部创业,1.24,14.77,50.6394,0.0347,,0.0022,
000558,莱茵体育,1.48,4.58,19.9772,0.0154,,0.0022,
000559,万向钱潮,9.09,7.65,450.1972,0.1635,,0.0022,
000560,我爱我家,3.39,6.16,328.713,0.1395,,0.0022,
000561,烽火电子,1.52,4.23,19.8479,0.0328,,0.0022,
000563,陕国投A,2.54,40.09,204.0918,0.066,,0.0022,
000564,供销大集,1.36,4.91,420.8426,0.07,,0.0022,
000565,渝三峡A,2.55,7.71,27.0618,0.0624,,0.0022,
000566,海南海药,3.2,12.96,149.4751,0.1118,,0.0022,
000567,海德股份,1.24,30.39,50.5217,0.1142,,0.0022,
000568,泸州老窖,12.75,30.63,1966.9756,1.3428,,0.0022,
000570,苏常柴A,0.87,1.57,18.6386,0.0332,,0.0022,
000571,新大洲A,1.48,3.57,33.0169,0.0405,,0.0022,
000572,海马汽车,-4.39,-10.1,-275.1472,-0.1672,,0.0022,
000573,粤宏远A,-1.85,-23.65,-30.8229,-0.0475,,0.0022,
000576,广东甘化,-3.77,-23.41,-37.0354,-0.0836,,0.0022,
000581,威孚高科,10.22,31.14,1545.2427,1.5315,,0.0022,
000582,北部湾港,4.54,17.37,332.7287,0.2399,,0.0022,
000584,哈工智能,3.96,5.46,65.1887,0.1062,,0.0022,
000585,*ST东电,,27.14,3.8806,0.0044,,0.0022,
000586,汇源通信,-1.99,-2.8,-4.6315,-0.0239,,0.0022,
000587,金洲慈航,0.8,0.91,76.6025,0.036000000000000004,,0.0022,
000589,黔轮胎A,0.91,0.91,30.8191,0.0397,,0.0022,
000590,启迪古汉,0.58,3.42,3.4548,0.0144,,0.0022,
000591,太阳能,3.58,22.16,441.0955,0.1466,,0.0022,
000593,大通燃气,0.85,3.14,9.6256,0.0268,,0.0022,
000595,宝塔实业,0.79,2.36,5.6486,0.0073,,0.0022,
000596,古井贡酒,13.11,18.65,892.4223,1.7719999999999998,,0.0022,
000597,东北制药,3.44,3.1,116.3872,0.2043,,0.0022,
000598,兴蓉环境,5.32,27.61,531.2568,0.1779,,0.0022,
000599,青岛双星,1.51,2.84,56.1777,0.0672,,0.0022,
000600,建投能源,1.75,2.75,188.3257,0.1051,,0.0022,
000601,韶能股份,4.61,12.26,203.9585,0.1887,,0.0022,
000603,盛达矿业,4.55,22.88,116.3286,0.1685,,0.0022,
000605,渤海股份,1.02,2.95,21.1291,0.0838,,0.0022,
000606,顺利办,2.12,18.19,60.0512,0.0784,,0.0022,
000607,华媒控股,1.87,4.53,34.1445,0.0335,,0.0022,
000608,阳光股份,1.94,37.42,58.782,0.0783,,0.0022,
000609,中迪投资,-0.37,-42.1,-5.9451,-0.0198,,0.0022,
000610,西安旅游,-0.87,-1.99,-6.7071,-0.0283,,0.0022,
000611,天首发展,-6.07,-210.65,-29.6783,-0.0922,,0.0022,
000612,焦作万方,-3.06,-6.34,-138.0671,-0.1158,,0.0022,
000613,大东海A,1.63,7.92,1.2822,0.0035,,0.0022,
000615,京汉股份,0.16,0.31,3.1621,0.004,,0.0022,
000616,海航投资,-2.24,-96.86,-86.7713,-0.0606,,0.0022,
000617,中油资本,5.53,1481.3,4070.5158,0.4507,,0.0022,
000619,海螺型材,0.1,0.18,2.6557,0.0073,,0.0022,
000619,海螺型材,0.1,0.18,2.6557,0.0073,,0.0022,
000620,新华联,1.99,4.42,131.1854,0.0691,,0.0022,
000622,恒立实业,-2.09,-10.55,-3.8571,-0.009000000000000001,,0.0022,
000623,吉林敖东,2.91,38.48,608.2417,0.523,,0.0022,
000625,长安汽车,3.4,4.51,1609.6066,0.3351,,0.0022,
000626,远大控股,-1.47,-0.11,-37.1887,-0.0621,,0.0022,
000627,天茂集团,4.47,264.69,847.5093,0.1715,,0.0022,
000628,高新发展,1.77,3.35,13.6579,0.0438,,0.0022,
000629,攀钢钒钛,21.07,16.98,1150.4206,0.1339,,0.0022,
000630,铜陵有色,2.35,1.01,412.1226,0.0391,,0.0022,
000631,顺发恒业,12.36,44.9,753.4704,0.3097,,0.0022,
000632,三木集团,1.07,0.39,13.8538,0.0297,,0.0022,
000633,合金投资,-6.15,-23.41,-9.191,-0.0238,,0.0022,
000635,英力特,2.79,8.54,85.8627,0.2832,,0.0022,
000636,风华高科,8.59,19.87,413.7033,0.4621,,0.0022,
000637,茂化实华,2.5,1.17,23.2486,0.0447,,0.0022,
000638,万方发展,-6.65,-35.79,-16.451,-0.0531,,0.0022,
000639,西王食品,5.01,7.41,204.5442,0.3714,,0.0022,
000650,仁和药业,7.8,10.79,244.3741,0.1973,,0.0022,
000651,格力电器,16.35,14.07,12806.2005,2.1287,,0.0022,
000652,泰达股份,1.13,0.64,42.5693,0.0288,,0.0022,
000655,*ST金岭,1.74,9.03,40.861999999999995,0.0686,,0.0022,
000656,金科股份,3.45,4.28,666.6615,0.1248,,0.0022,
000657,中钨高新,2.32,1.92,73.6277,0.1171,,0.0022,
000659,珠海中富,1.17,0.89,7.8112,0.006,,0.0022,
000661,长春高新,11.33,19.93,547.9885,3.2213,,0.0022,
000662,天夏智慧,2.21,30.82,125.0313,0.1143,,0.0022,
000663,永安林业,-1.49,-7.32,-32.156,-0.0943,,0.0022,
000665,湖北广电,2.98,13.78,179.1394,0.2815,,0.0022,
000666,经纬纺机,3.83,8.98,300.8368,0.4272,,0.0022,
000667,美好置业,3.12,52.59,226.0475,0.0883,,0.0022,
000668,荣丰控股,0.77,4.94,4.7893,0.0326,,0.0022,
000669,金鸿控股,4.22,8.88,181.9943,0.2674,,0.0022,
000670,盈方微,-14.26,-61.79,-46.5417,-0.0569,,0.0022,
000671,阳光城,4.91,6.78,1031.2564,0.2546,,0.0022,
000672,上峰水泥,19.08,24.47,509.6262,0.6263,,0.0022,
000673,当代东方,5.0,22.47,113.9271,0.1439,,0.0022,
000676,智度股份,7.94,11.59,437.1822,0.4527,,0.0022,
000677,恒天海龙,0.74,0.6,2.0313,0.0023,,0.0022,
000678,襄阳轴承,-0.39,-0.59,-4.8781,-0.0106,,0.0022,
000679,大连友谊,-5.84,-14.09,-74.6465,-0.2094,,0.0022,
000680,山推股份,2.21,1.62,74.9377,0.0603,,0.0022,
000681,视觉中国,5.1,28.4,136.7982,0.1952,,0.0022,
000682,东方电子,1.56,3.75,45.5184,0.0339,,0.0022,
000683,远兴能源,6.94,13.95,652.95,0.1645,,0.0022,
000685,中山公用,3.19,49.13,386.1965,0.2618,,0.0022,
000686,东北证券,1.63,12.08,248.5761,0.1062,,0.0022,
000687,华讯方舟,3.31,4.31,50.773999999999994,0.0662,,0.0022,
000688,国城矿业,11.09,37.26,256.1529,0.2252,,0.0022,
000690,宝新能源,5.51,24.89,487.7344,0.2241,,0.0022,
000691,亚太实业,-3.04,-15.55,-2.1972,-0.0067,,0.0022,
000692,惠天热电,-17.6,-19.98,-198.5678,-0.3726,,0.0022,
000693,*ST华泽,,-19339.06,-103.124,-0.1897,,0.0022,
000695,滨海能源,-4.3,-2.19,-13.9344,-0.0627,,0.0022,
000697,炼石航空,-9.78,-19.91,-130.4547,-0.233,,0.0022,
000698,沈阳化工,1.51,1.44,67.6254,0.0825,,0.0022,
000700,模塑科技,0.51,0.58,13.2562,0.016,,0.0022,
000701,厦门信达,1.18,0.22,58.4642,0.1437,,0.0022,
000702,正虹科技,6.27,5.57,31.4872,0.11800000000000001,,0.0022,
000703,恒逸石化,8.5,2.76,1101.1156,0.4771,,0.0022,
000705,浙江震元,2.98,3.12,42.7896,0.128,,0.0022,
000707,*ST双环,85.73,18.17,330.6445,0.7123,,0.0022,
000708,大冶特钢,6.16,4.15,255.6338,0.5688,,0.0022,
000709,河钢股份,3.67,3.24,1822.0107,0.1715,,0.0022,
000710,贝瑞基因,8.57,22.63,145.8689,0.4113,,0.0022,
000711,京蓝科技,2.48,9.61,108.1016,0.1233,,0.0022,
000712,锦龙股份,-1.34,-10.06,-48.2542,-0.0538,,0.0022,
000713,丰乐种业,0.15,0.25,2.04,0.0068,,0.0022,
000715,中兴商业,3.03,3.12,39.8701,0.1429,,0.0022,
000716,黑芝麻,0.63,1.22,16.5559,0.0234,,0.0022,
000717,韶钢松山,37.52,14.49,1756.7533,0.726,,0.0022,
000718,苏宁环球,5.13,28.28,421.1653,0.1387,,0.0022,
000719,中原传媒,4.69,8.39,343.9517,0.3361,,0.0022,
000720,*ST新能,33.61,77.71,562.4881,0.4361,,0.0022,
000721,西安饮食,-0.31,-0.8,-2.0519,-0.0041,,0.0022,
000722,湖南发展,1.84,40.17,51.7894,0.1115,,0.0022,
000723,美锦能源,6.55,8.13,542.4315,0.1321,,0.0022,
000725,京东方A,3.48,6.84,2975.2065,0.0854,,0.0022,
000726,鲁泰A,5.34,11.5,377.356,0.409,,0.0022,
000727,华东科技,-9.71,-43.98,-955.1015,-0.2108,,0.0022,
000728,国元证券,0.93,20.87,231.6856,0.0688,,0.0022,
000729,燕京啤酒,3.79,7.94,506.6633,0.1797,,0.0022,
000732,泰禾集团,4.91,7.74,983.2882,0.7901,,0.0022,
000733,振华科技,3.84,5.42,163.806,0.349,,0.0022,
000735,罗牛山,8.67,81.97,335.3642,0.2912,,0.0022,
000736,中交地产,13.5,9.54,303.1681,0.68,,0.0022,
000737,*ST南风,,-11.04,-114.2345,-0.2081,,0.0022,
000738,航发控制,3.17,13.01,167.1455,0.1458,,0.0022,
000739,普洛药业,5.9,6.07,186.4662,0.1582,,0.0022,
000750,国海证券,0.75,10.34,102.0502,0.0242,,0.0022,
000751,锌业股份,1.8,1.11,43.9892,0.0312,,0.0022,
000752,西藏发展,0.88,4.13,7.0132,0.0265,,0.0022,
000753,漳州发展,2.21,3.95,48.915,0.0493,,0.0022,
000755,山西路桥,-15.32,-12.98,-94.5541,-0.2014,,0.0022,
000756,新华制药,4.86,4.58,123.3638,0.2578,,0.0022,
000757,浩物股份,8.84,17.25,60.1873,0.1332,,0.0022,
000758,中色股份,2.15,1.52,115.4076,0.0586,,0.0022,
000759,中百集团,13.43,5.86,459.099,0.6741,,0.0022,
000760,斯太尔,-8.64,-119.13,-144.4675,-0.1871,,0.0022,
000761,本钢板材,4.01,3.22,756.952,0.1953,,0.0022,
000762,西藏矿业,-1.75,-15.84,-37.2348,-0.0714,,0.0022,
000766,通化金马,3.07,16.15,139.0536,0.1438,,0.0022,
000767,漳泽电力,4.61,6.63,349.9947,0.1137,,0.0022,
000768,中航飞机,1.03,1.22,162.4616,0.0586,,0.0022,
000776,广发证券,3.39,37.55,2858.2759,0.375,,0.0022,
000777,中核科技,2.16,5.09,27.8266,0.0725,,0.0022,
000778,新兴铸管,5.58,5.63,1134.2301,0.2842,,0.0022,
000779,三毛派神,-1.86,-3.73,-5.4627,-0.0292,,0.0022,
000780,平庄能源,-0.52,-2.13,-23.1043,-0.0227,,0.0022,
000782,美达股份,2.04,1.31,24.555999999999997,0.0464,,0.0022,
000783,长江证券,1.4,16.1,377.8655,0.0683,,0.0022,
000785,武汉中商,8.62,4.96,102.1992,0.4068,,0.0022,
000786,北新建材,9.9,21.68,1298.6434,0.7686,,0.0022,
000788,北大医药,2.23,2.52,26.7272,0.0448,,0.0022,
000789,万年青,15.08,12.56,513.8998,0.8378,,0.0022,
000790,泰合健康,1.16,3.6,9.5211,0.0169,,0.0022,
000791,甘肃电投,2.16,13.93,123.1497,0.1268,,0.0022,
000792,盐湖股份,-6.21,-15.04,-1179.1567,-0.4232,,0.0022,
000793,华闻传媒,0.83,5.69,81.8533,0.0409,,0.0022,
000795,英洛华,0.89,2.04,18.8212,0.0166,,0.0022,
000796,凯撒旅游,3.65,2.03,76.6484,0.0954,,0.0022,
000797,中国武夷,1.47,7.71,79.5583,0.0789,,0.0022,
000798,中水渔业,-0.38,-0.92,-2.6592,-0.0083,,0.0022,
000799,酒鬼酒,5.52,21.86,114.4745,0.3523,,0.0022,
000800,一汽轿车,1.01,0.6,80.9124,0.0497,,0.0022,
000801,四川九洲,0.61,0.88,14.4,0.013999999999999999,,0.0022,
000802,北京文化,0.92,14.57,44.2354,0.0611,,0.0022,
000803,金宇车城,1.81,0.75,1.4451,0.0113,,0.0022,
000806,银河生物,-2.97,-15.35,-60.7713,-0.0552,,0.0022,
000807,云铝股份,0.49,0.46,48.2644,0.0185,,0.0022,
000809,铁岭新城,0.18,47.31,5.6604,0.0068,,0.0022,
000810,创维数字,5.68,4.57,162.4163,0.1518,,0.0022,
000811,冰轮环境,3.91,7.21,109.838,0.1681,,0.0022,
000812,陕西金叶,1.8,5.58,24.6099,0.032,,0.0022,
000813,德展健康,8.89,26.71,443.7223,0.1979,,0.0022,
000815,美利云,1.24,4.89,25.1101,0.0361,,0.0022,
000816,*ST慧业,-2.62,-10.37,-78.6408,-0.0554,,0.0022,
000818,航锦科技,9.15,13.18,241.0884,0.3484,,0.0022,
000819,岳阳兴长,3.56,2.58,25.0957,0.0924,,0.0022,
000820,神雾节能,-8.28,-5276.75,-82.6559,-0.1297,,0.0022,
000821,京山轻机,7.54,18.64,219.9788,0.4087,,0.0022,
000822,山东海化,11.34,13.92,356.9086,0.3987,,0.0022,
000823,超声电子,2.43,3.35,76.51,0.1424,,0.0022,
000825,太钢不锈,10.01,7.71,2835.7888,0.4978,,0.0022,
000826,启迪桑德,4.06,11.2,607.17,0.4244,,0.0022,
000828,东莞控股,7.66,56.7,448.3759,0.4313,,0.0022,
000829,天音控股,0.24,0.03,7.2343,0.0068,,0.0022,
000830,鲁西化工,14.9,16.21,1720.1615,1.1742,,0.0022,
000831,五矿稀土,3.25,23.26,67.9912,0.0693,,0.0022,
000833,粤桂股份,2.62,5.48,71.4585,0.1069,,0.0022,
000835,长城动漫,1.22,10.1,5.9433,0.0181,,0.0022,
000836,富通鑫茂,2.22,3.83,39.3103,0.0325,,0.0022,
000837,秦川机床,0.13,0.23,3.9009,0.0056,,0.0022,
000838,财信发展,0.93,3.2,16.5123,0.015,,0.0022,
000839,中信国安,0.0,-0.01,-0.377,0.0,,0.0022,
000848,承德露露,14.35,21.44,252.9635,0.2585,,0.0022,
000850,华茂股份,3.17,10.22,132.2071,0.14,,0.0022,
000851,高鸿股份,1.09,0.71,36.4491,0.0401,,0.0022,
000852,石化机械,-4.93,-4.47,-82.8885,-0.1385,,0.0022,
000856,冀东装备,6.6,2.58,20.8021,0.0916,,0.0022,
000858,五粮液,12.42,33.19,7110.2556,1.8317,,0.0022,
000859,国风塑业,2.77,7.54,41.7812,0.0565,,0.0022,
000860,顺鑫农业,6.44,6.65,481.3217,0.8435,,0.0022,
000861,海印股份,2.07,5.85,72.7138,0.0323,,0.0022,
000862,银星能源,1.77,8.11,46.7294,0.0661,,0.0022,
000863,三湘印象,0.6,4.14,37.0316,0.0268,,0.0022,
000868,安凯客车,-12.5,-9.51,-142.1295,-0.2043,,0.0022,
000876,新希望,4.08,2.67,846.0447,0.2006,,0.0022,
000877,天山股份,4.1,10.36,307.9895,0.2936,,0.0022,
000878,云南铜业,4.18,1.29,262.3601,0.1852,,0.0022,
000880,潍柴重机,3.28,3.74,44.908,0.1626,,0.0022,
000881,中广核技,2.11,3.99,114.8528,0.1088,,0.0022,
000882,华联股份,3.68,49.74,296.70599999999996,0.1083,,0.0022,
000883,湖北能源,5.48,23.64,1412.7012,0.217,,0.0022,
000885,城发环境,13.38,30.94,287.5897,0.5793,,0.0022,
000886,海南高速,2.78,28.35,74.6791,0.0755,,0.0022,
000887,中鼎股份,8.48,11.5,701.5127,0.5682,,0.0022,
000888,峨眉山A,3.15,13.35,70.0352,0.1329,,0.0022,
000889,中嘉博创,3.96,7.99,109.8662,0.1766,,0.0022,
000890,法尔胜,4.79,4.37,43.4416,0.1144,,0.0022,
000892,欢瑞世纪,1.58,19.6,50.1131,0.051,,0.0022,
000893,*ST东凌,-0.13,-1.52,-2.6677,-0.0035,,0.0022,
000895,双汇发展,17.8,10.09,2385.3323,0.7229,,0.0022,
000897,津滨发展,-2.01,-34.36,-23.3084,-0.0144,,0.0022,
000898,鞍钢股份,6.77,7.46,3499.0,0.4836,,0.0022,
000899,赣能股份,2.17,8.31,99.3283,0.1018,,0.0022,
000900,现代投资,5.58,11.12,495.2793,0.3263,,0.0022,
000901,航天科技,1.14,1.52,43.6422,0.071,,0.0022,
000902,新洋丰,9.03,9.72,538.5986,0.4128,,0.0022,
000903,云内动力,3.19,5.53,176.5049,0.0895,,0.0022,
000905,厦门港务,0.69,0.27,18.7202,0.0352,,0.0022,
000906,浙商中拓,4.74,0.42,126.9463,0.1879,,0.0022,
000908,景峰医药,2.78,6.81,66.9145,0.076,,0.0022,
000909,数源科技,1.91,1.96,20.0346,0.0641,,0.0022,
000910,大亚圣象,4.93,5.68,179.7211,0.3236,,0.0022,
000911,南宁糖业,-54.81,-29.8,-496.0479,-1.5306,,0.0022,
000912,*ST天化,,12.65,270.5292,0.4624,,0.0022,
000913,钱江摩托,2.71,3.52,67.3868,0.1485,,0.0022,
000915,山大华特,5.1,10.23,81.51899999999999,0.3478,,0.0022,
000917,电广传媒,-0.35,-0.76,-35.3292,-0.0249,,0.0022,
000918,嘉凯城,-5.0,-36.78,-241.1676,-0.1336,,0.0022,
000919,金陵药业,3.45,5.71,89.4301,0.1774,,0.0022,
000920,南方汇通,4.79,7.78,39.3112,0.0931,,0.0022,
000921,海信家电,12.07,3.94,802.9580000000001,0.5892,,0.0022,
000922,佳电股份,8.85,17.11,150.9251,0.308,,0.0022,
000923,河北宣工,0.91,2.49,57.6011,0.0882,,0.0022,
000925,众合科技,0.7,2.05,16.3822,0.0297,,0.0022,
000926,福星股份,5.54,10.53,584.6443,0.6017,,0.0022,
000927,一汽夏利,,-87.26,-637.4257,-0.3995,,0.0022,
000928,中钢国际,5.15,8.4,236.2703,0.188,,0.0022,
000929,兰州黄河,-4.5,-11.2,-31.5881,-0.17,,0.0022,
000930,中粮生化,9.19,5.3,183.2791,0.19,,0.0022,
000931,中关村,2.71,5.87,44.5393,0.0591,,0.0022,
